name,invasive
281,1
282,1
283,1
284,1
285,0
286,1
287,1
288,1
289,0
290,0
291,0
292,1
293,1
294,0
295,1
296,0
297,1
298,1
299,1
300,1
301,1
302,1
303,0
304,1
305,0
306,1
307,0
308,1
309,1
310,0
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,0
323,0
324,1
325,0
326,0
327,1
328,0
329,0
330,1
331,0
332,0
333,1
334,1
335,1
336,0
337,1
338,1
339,1
340,1
341,0
342,1
343,0
344,1
345,0
346,1
347,1
348,1
349,0
350,1
351,0
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,0
360,1
361,0
362,1
363,0
364,0
365,0
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,0
374,1
375,0
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,0
388,1
389,1
390,0
391,0
392,0
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,0
404,1
405,0
406,1
407,0
408,1
409,0
410,0
411,1
412,1
413,0
414,1
415,0
416,1
417,0
418,0
419,1
420,1
421,1
422,1
423,1
424,0
425,1
426,1
427,1
428,0
429,0
430,0
431,0
432,1
433,1
434,0
435,1
436,1
437,1
438,0
439,1
440,0
441,1
442,1
443,1
444,1
445,1
446,0
447,1
448,1
449,1
450,1
451,1
452,0
453,0
454,0
455,0
456,1
457,0
458,1
459,0
460,0
461,0
462,0
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,1
471,0
472,0
473,0
474,1
475,0
476,1
477,1
478,1
479,1
480,0
481,1
482,0
483,1
484,0
485,1
486,0
487,0
488,1
489,1
490,0
491,1
492,1
493,1
494,1
495,0
496,1
497,0
498,1
499,1
500,1
501,0
502,0
503,0
504,1
505,0
506,1
507,0
508,1
509,1
510,1
511,1
512,1
513,1
514,0
515,1
516,1
517,1
518,1
519,0
520,1
521,1
522,0
523,0
524,1
525,0
526,0
527,1
528,0
529,0
530,1
531,1
532,1
533,0
534,0
535,1
536,0
537,1
538,1
539,0
540,1
541,1
542,0
543,1
544,1
545,0
546,1
547,1
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,0
566,1
567,1
568,0
569,0
570,1
571,1
572,0
573,0
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,0
584,0
585,1
586,1
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,0
595,1
596,0
597,0
598,1
599,0
600,1
601,0
602,0
603,1
604,1
605,0
606,0
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,0
622,0
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,0
633,1
634,1
635,1
636,0
637,1
638,1
639,0
640,0
641,0
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,1
650,0
651,1
652,0
653,0
654,0
655,0
656,0
657,1
658,0
659,1
660,0
661,1
662,1
663,1
664,1
665,1
666,0
667,1
668,1
669,0
670,1
671,1
672,1
673,1
674,0
675,0
676,0
677,1
678,1
679,0
680,0
681,1
682,0
683,0
684,1
685,0
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,0
696,1
697,1
698,1
699,1
700,1
701,0
702,1
703,0
704,0
705,0
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,0
714,1
715,1
716,1
717,1
718,0
719,0
720,1
721,1
722,1
723,0
724,0
725,1
726,0
727,1
728,0
729,1
730,0
731,1
732,0
733,1
734,0
735,0
736,1
737,1
738,0
739,1
740,0
741,1
742,1
743,1
744,1
745,1
746,0
747,0
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,0
758,1
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,0
767,1
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,0
776,1
777,1
778,1
779,0
780,1
781,1
782,1
783,0
784,1
785,0
786,0
787,1
788,0
789,0
790,1
791,0
792,1
793,1
794,0
795,1
796,1
797,0
798,1
799,1
800,1
801,1
802,0
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,0
816,1
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,1
825,1
826,1
827,1
828,0
829,1
830,1
831,1
832,0
833,1
834,1
835,0
836,0
837,1
838,1
839,1
840,0
841,0
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,1
850,0
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,0
862,1
863,0
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,0
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,1
890,0
891,1
892,1
893,0
894,1
895,0
896,1
897,0
898,1
899,1
900,0
901,1
902,1
903,1
904,1
905,0
906,1
907,1
908,1
909,1
910,1
911,0
912,0
913,1
914,0
915,0
916,1
917,1
918,1
919,1
920,0
921,1
922,1
923,0
924,0
925,1
926,1
927,1
928,1
929,0
930,1
931,0
932,1
933,0
934,1
935,0
936,1
937,1
938,1
939,0
940,0
941,1
942,0
943,0
944,1
945,1
946,1
947,1
948,0
949,1
950,1
951,1
952,1
953,0
954,0
955,1
956,0
957,1
958,1
959,1
960,1
961,1
962,0
963,1
964,1
965,0
966,1
967,1
968,0
969,1
970,1
971,0
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,0
985,0
986,0
987,1
988,1
989,1
990,1
991,1
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,0
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,0
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,0
1032,0
1033,1
1034,0
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,0
1088,1
1089,1
1090,0
1091,1
1092,1
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,1
1121,0
1122,0
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,1
1137,0
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,1
1186,0
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,0
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,1
1223,1
1224,0
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,1
1256,1
1257,1
1258,1
1259,0
1260,1
1261,0
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,0
1272,0
1273,1
1274,0
1275,1
1276,1
1277,1
1278,1
1279,0
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,1
1303,1
1304,0
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,1
1322,1
1323,0
1324,1
1325,0
1326,1
1327,1
1328,0
1329,0
1330,1
1331,0
1332,0
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,0
1341,1
1342,0
1343,1
1344,0
1345,0
1346,0
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,0
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,0
1364,0
1365,0
1366,0
1367,1
1368,0
1369,1
1370,1
1371,0
1372,1
1373,1
1374,1
1375,1
1376,0
1377,1
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,1
1407,1
1408,1
1409,1
1410,0
1411,1
1412,0
1413,0
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,1
1422,1
1423,1
1424,1
1425,0
1426,1
1427,0
1428,1
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,1
1461,1
1462,0
1463,1
1464,0
1465,0
1466,1
1467,1
1468,0
1469,1
1470,0
1471,0
1472,0
1473,0
1474,1
1475,1
1476,0
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,0
1492,1
1493,1
1494,0
1495,1
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,0
1508,0
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,0
1520,1
1521,0
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,0
1530,1
1531,1
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,0
1545,1
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,0
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,0
1574,1
1575,1
1576,1
1577,0
1578,0
1579,1
1580,1
1581,0
1582,0
1583,1
1584,1
1585,0
1586,0
1587,1
1588,0
1589,0
1590,1
1591,0
1592,0
1593,0
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,1
1606,0
1607,0
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,1
1615,0
1616,0
1617,1
1618,1
1619,1
1620,0
1621,0
1622,0
1623,1
1624,0
1625,1
1626,0
1627,1
1628,1
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,0
1642,0
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,0
1652,0
1653,1
1654,1
1655,0
1656,1
1657,0
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,1
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,0
1720,1
1721,1
1722,0
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,0
1736,0
1737,1
1738,0
1739,1
1740,0
1741,1
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,0
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,1
1758,1
1759,0
1760,0
1761,0
1762,1
1763,0
1764,1
1765,0
1766,1
1767,1
1768,0
1769,0
1770,1
1771,0
1772,1
1773,1
1774,0
1775,1
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,0
1784,1
1785,1
1786,1
1787,0
1788,1
1789,0
1790,0
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,1
1798,1
1799,0
1800,1
1801,0
1802,1
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,0
1811,0
1812,1
1813,1
1814,1
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,1
1827,0
1828,0
1829,0
1830,1
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,0
1841,0
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,0
1858,1
1859,1
1860,1
1861,1
1862,0
1863,1
1864,0
1865,1
1866,1
1867,1
1868,0
1869,1
1870,1
1871,0
1872,1
1873,1
1874,1
1875,0
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,0
1883,0
1884,1
1885,1
1886,0
1887,1
1888,1
1889,1
1890,1
1891,1
1892,0
1893,1
1894,0
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,0
1906,0
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,0
1926,0
1927,1
1928,1
1929,1
1930,1
1931,0
1932,0
1933,1
1934,1
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,0
1946,0
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,1
1954,0
1955,1
1956,0
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,0
1971,0
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,1
1987,1
1988,0
1989,0
1990,1
1991,0
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,0
2054,0
2055,1
2056,0
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,0
2069,1
2070,0
2071,0
2072,1
2073,0
2074,0
2075,1
2076,0
2077,0
2078,1
2079,1
2080,0
2081,1
2082,1
2083,0
2084,1
2085,1
2086,1
2087,1
2088,1
2089,0
2090,1
2091,0
2092,1
2093,1
2094,1
2095,0
2096,0
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,0
2107,0
2108,1
2109,0
2110,1
2111,0
2112,1
2113,0
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,0
2126,1
2127,1
2128,1
2129,0
2130,0
2131,1
2132,1
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,1
2144,0
2145,1
2146,0
2147,1
2148,1
2149,0
2150,0
2151,0
2152,1
2153,1
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,0
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,0
2170,1
2171,1
2172,0
2173,1
2174,0
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,1
2182,1
2183,1
2184,0
2185,1
2186,1
2187,1
2188,1
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,1
2198,0
2199,1
2200,0
2201,0
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,0
2215,0
2216,1
2217,1
2218,0
2219,1
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,1
2227,0
2228,1
2229,1
2230,1
2231,0
2232,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,1
2248,0
2249,0
2250,0
2251,1
2252,0
2253,1
2254,1
2255,1
2256,0
2257,1
2258,1
2259,1
2260,0
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,1
2273,0
2274,0
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,0
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
